(59, 30)
(90, 38)
(100, 19)
(96, 20)
(90, 21)
(54, 52)
(48, 20)
(93, 63)
(25, 22)
(93, 91)
(94, 13)
(63, 16)
(83, 8)
(61, 37)
(90, 11)
(78, 32)
(94, 66)
(30, 13)
(98, 71)
(30, 2)
(92, 48)
(21, 1)
(71, 38)
(51, 13)
(78, 46)
(37, 13)
(80, 39)
(78, 2)
(46, 28)
(100, 76)
(78, 11)
(86, 4)
(56, 51)
(44, 30)
(94, 7)
(91, 10)
(56, 35)
(28, 17)
(31, 19)
(94, 3)
(51, 48)
(61, 36)
(39, 1)
(98, 34)
(31, 21)
(42, 32)
(89, 33)
(88, 39)
(53, 23)
(98, 17)
(99, 28)
(98, 65)
(95, 45)
(62, 42)
(75, 29)
(96, 79)
(62, 11)
(79, 53)
(27, 24)
(47, 27)
(92, 30)
(31, 6)
(78, 25)
(70, 47)
(83, 19)
(90, 43)
(100, 13)
(98, 33)
(12, 11)
(90, 22)
(65, 19)
(95, 12)
(96, 70)
(95, 34)
(94, 37)
(54, 8)
(63, 22)
(62, 57)
(61, 40)
(67, 27)
(41, 35)
(61, 43)
(94, 11)
(85, 32)
(88, 31)
(51, 29)
(35, 27)
(61, 47)
(79, 59)
(20, 9)
(81, 75)
(73, 56)
(72, 13)
(69, 30)
(65, 49)
(75, 38)
(53, 2)
(11, 7)
(41, 7)
(18, 10)
(77, 55)
(24, 11)
(61, 10)
(26, 6)
(84, 67)
(17, 10)
(95, 69)
(86, 82)
(64, 11)
(85, 59)
(98, 75)
(47, 38)
(39, 4)
(53, 21)
(61, 12)
(58, 9)
(82, 57)
(97, 86)
(88, 10)
(96, 12)
(98, 4)
(61, 11)
(45, 39)
(85, 70)
(77, 43)
(71, 10)
(76, 53)
(44, 1)
(94, 19)
(86, 15)
(99, 34)
(92, 69)
(40, 36)
(56, 29)
(72, 26)
(79, 1)
(96, 16)
(75, 67)
(71, 61)
(74, 24)
(94, 54)
(51, 2)
(78, 36)
(73, 16)
(85, 23)
(94, 25)
(62, 48)
(71, 6)
(80, 10)
(97, 83)
(97, 80)
(81, 11)
(91, 1)
(67, 32)
(82, 21)
(95, 90)
(85, 30)
(89, 18)
(35, 22)
(81, 20)
(98, 67)
(95, 71)
(94, 92)
(56, 41)
(90, 29)
(34, 12)
(89, 37)
(67, 10)
(54, 30)
(49, 14)
(95, 11)
(40, 2)
(69, 9)
(60, 47)
(38, 18)
(49, 31)
(80, 17)
(99, 59)
(82, 29)
(59, 42)
(100, 11)
(33, 18)
(31, 10)
(55, 20)
(73, 45)
(76, 54)
(84, 15)
(72, 5)
(95, 16)
(93, 58)
(31, 14)
(53, 3)
(85, 69)
(89, 23)
(99, 85)
(94, 68)
(96, 65)
(89, 25)
(99, 70)
(68, 44)
(40, 5)
(92, 29)
(75, 28)
(82, 30)
(59, 9)
(76, 8)
(39, 11)
(73, 67)
(97, 19)
(63, 56)
(78, 64)
(74, 41)
(69, 6)
(38, 17)
(93, 26)
(90, 79)
(57, 37)
(53, 19)
(47, 40)
(97, 31)
(25, 4)
(48, 28)
(60, 16)
(32, 19)
(70, 9)
(52, 14)
(33, 15)
(31, 22)
(30, 22)
(66, 42)
(96, 75)
(99, 45)
(7, 6)
(26, 3)
(54, 38)
(57, 18)
(42, 33)
(52, 23)
(97, 61)
(47, 41)
(60, 17)
(57, 28)
(23, 8)
(80, 18)
(57, 36)
(60, 10)
(57, 9)
(65, 57)
(8, 3)
(81, 28)
(91, 77)
(84, 46)
(11, 9)
(53, 15)
(50, 16)
(49, 29)
(99, 56)
(12, 9)
(74, 43)
(69, 56)
(80, 59)
(73, 23)
(84, 68)
(73, 52)
(49, 44)
(53, 18)
(43, 12)
(38, 31)
(95, 28)
(57, 48)
(90, 9)
(92, 18)
(72, 14)
(90, 42)
(65, 63)
(60, 46)
(74, 33)
(45, 29)
(71, 24)
(19, 7)
(65, 21)
(59, 12)
(87, 45)
(87, 65)
(40, 12)
(87, 83)
(8, 2)
(52, 29)
(87, 86)
(48, 44)
(97, 28)
(51, 32)
(84, 43)
(95, 59)
(85, 4)
(71, 34)
(10, 3)
(98, 27)
(64, 57)
(67, 20)
(94, 20)
(11, 4)
(68, 33)
(71, 35)
(92, 31)
(82, 50)
(41, 21)
(63, 13)
(97, 59)
(56, 49)
(75, 22)
(52, 17)
(90, 39)
(56, 15)
(80, 14)
(54, 35)
(70, 39)
(76, 75)
(68, 48)
(96, 40)
(21, 15)
(93, 54)
(58, 38)
(96, 36)
(79, 47)
(81, 50)
(56, 25)
(13, 6)
(87, 2)
(79, 12)
(67, 37)
(68, 39)
(71, 47)
(61, 57)
(82, 70)
(94, 16)
(17, 5)
(88, 42)
(80, 51)
(90, 58)
(23, 14)
(34, 30)
(96, 78)
(36, 11)
(91, 80)
(12, 8)
(89, 55)
(65, 44)
(36, 18)
(45, 21)
(94, 73)
(88, 25)
(28, 15)
(50, 27)
(91, 14)
(38, 16)
(43, 39)
(66, 47)
(67, 33)
(56, 34)
(55, 41)
(26, 4)
(54, 37)
(87, 64)
(51, 43)
(89, 71)
(100, 94)
(98, 96)
(56, 22)
(62, 45)
(33, 4)
(82, 13)
(70, 7)
(99, 88)
(56, 24)
(73, 72)
(83, 18)
(39, 7)
(96, 95)
(51, 1)
(54, 7)
(57, 41)
(68, 32)
(29, 19)
(99, 33)
(98, 35)
(90, 27)
(95, 55)
(99, 83)
(48, 45)
(71, 54)
(27, 23)
(20, 12)
(82, 47)
(92, 83)
(93, 41)
(93, 64)
(85, 67)
(54, 43)
(54, 6)
(48, 29)
(59, 44)
(52, 31)
(12, 4)
(50, 30)
(68, 3)
(96, 1)
(41, 18)
(82, 44)
(98, 90)
(24, 6)
(19, 15)
(47, 36)
(81, 15)
(39, 3)
(81, 59)
(76, 2)
(48, 9)
(18, 17)
(97, 40)
(41, 6)
(99, 10)
(97, 66)
(35, 18)
(64, 14)
(88, 54)
(75, 9)
(95, 2)
(59, 39)
(80, 29)
(93, 88)
(78, 30)
(31, 2)
(27, 2)
(64, 10)
(77, 58)
(43, 26)
(87, 25)
(57, 52)
(94, 82)
(65, 24)
(50, 49)
(81, 7)
(47, 1)
(74, 46)
(86, 69)
(72, 7)
(46, 17)
(51, 50)
(31, 9)
(81, 57)
(16, 15)
(26, 22)
(61, 58)
(99, 78)
(63, 51)
(45, 1)
(97, 38)
(41, 15)
(34, 14)
(41, 4)
(64, 49)
(89, 54)
(66, 2)
(25, 7)
(96, 63)
(66, 21)
(69, 3)
(98, 42)
(46, 16)
(42, 36)
(39, 10)
(90, 75)
(71, 60)
(85, 57)
(99, 96)
(94, 12)
(32, 31)
(70, 33)
(91, 64)
(84, 30)
(69, 55)
(87, 85)
(76, 42)
(74, 11)
(99, 14)
(90, 78)
(50, 15)
(86, 13)
(81, 25)
(60, 19)
(72, 49)
(49, 17)
(95, 73)
(7, 2)
(69, 14)
(44, 24)
(97, 65)
(71, 68)
(68, 19)
(50, 8)
(80, 11)
(99, 97)
(85, 78)
(66, 26)
(67, 43)
(60, 2)
(83, 50)
(88, 11)
(78, 43)
(36, 25)
(93, 16)
(60, 53)
(94, 93)
(36, 8)
(82, 31)
(84, 18)
(81, 54)
(96, 48)
(61, 5)
(75, 68)
(73, 30)
(72, 46)
(19, 1)
(67, 21)
(9, 4)
(34, 29)
(43, 18)
(74, 23)
(91, 13)
(45, 11)
(99, 30)
(62, 49)
(71, 28)
(95, 77)
(72, 24)
(37, 2)
(49, 11)
(100, 97)
(92, 72)
(88, 12)
(83, 25)
(52, 19)
(41, 25)
(93, 11)
(52, 15)
(52, 47)
(61, 22)
(55, 14)
(71, 23)
(26, 19)
(87, 35)
(84, 9)
(56, 42)
(81, 4)
(92, 47)
(17, 2)
(32, 28)
(17, 11)
(96, 41)
(97, 32)
(39, 18)
(99, 40)
(85, 27)
(87, 66)
(70, 23)
(29, 21)
(86, 76)
(65, 9)
(99, 90)
(91, 55)
(27, 3)
(43, 28)
(91, 69)
(100, 72)
(92, 58)
(41, 3)
(85, 39)
(77, 64)
(63, 41)
(85, 33)
(98, 6)
(43, 17)
(39, 28)
(67, 18)
(96, 62)
(92, 27)
(66, 18)
(97, 25)
(46, 9)
(54, 41)
(87, 42)
(55, 13)
(78, 59)
(97, 87)
(70, 15)
(82, 4)
(92, 9)
(71, 18)
(83, 23)
(85, 82)
(72, 58)
(91, 74)
(98, 18)
(52, 10)
(53, 51)
(70, 17)
(53, 47)
(25, 10)
(23, 7)
(92, 91)
(87, 56)
(48, 32)
(47, 33)
(83, 41)
(69, 54)
(56, 7)
(85, 63)
(73, 58)
(86, 33)
(64, 39)
(72, 62)
(81, 46)
(33, 28)
(67, 57)
(89, 80)
(91, 47)
(71, 41)
(63, 4)
(89, 60)
(82, 81)
(65, 53)
(45, 28)
(57, 27)
(48, 47)
(100, 86)
(93, 69)
(95, 60)
(67, 49)
(65, 22)
(76, 59)
(25, 3)
(39, 15)
(62, 55)
(98, 97)
(50, 44)
(92, 32)
(64, 43)
(58, 15)
(98, 19)
(100, 69)
(72, 35)
(13, 8)
(46, 40)
(55, 30)
(56, 55)
(82, 55)
(90, 41)
(86, 58)
(74, 26)
(99, 81)
(73, 48)
(72, 61)
(73, 12)
(59, 36)
(97, 5)
(90, 64)
(72, 51)
(95, 87)
(67, 28)
(34, 10)
(21, 20)
(57, 5)
(44, 34)
(70, 30)
(97, 91)
(45, 43)
(12, 3)
(79, 25)
(40, 31)
(58, 39)
(94, 33)
(74, 22)
(45, 27)
(33, 5)
(82, 24)
(86, 64)
(62, 47)
(73, 7)
(34, 32)
(97, 89)
(71, 39)
(64, 61)
(96, 2)
(73, 2)
(33, 24)
(68, 27)
(54, 16)
(37, 15)
(90, 45)
(96, 64)
(54, 36)
(63, 39)
(25, 13)
(40, 6)
(64, 35)
(85, 64)
(99, 16)
(84, 26)
(68, 61)
(74, 6)
(75, 14)
(77, 3)
(70, 68)
(49, 38)
(40, 4)
(44, 7)
(93, 79)
(100, 50)
(69, 35)
(58, 12)
(77, 39)
(96, 6)
(68, 4)
(62, 43)
(96, 11)
(49, 37)
(50, 13)
(95, 58)
(53, 45)
(84, 75)
(100, 77)
(41, 28)
(85, 48)
(60, 21)
(54, 29)
(74, 71)
(84, 53)
(57, 12)
(23, 10)
(65, 61)
(77, 45)
(90, 40)
(92, 14)
(80, 4)
(83, 2)
(27, 14)
(87, 36)
(63, 48)
(80, 5)
(47, 19)
(90, 10)
(72, 52)
(80, 56)
(53, 44)
(81, 55)
(99, 11)
(99, 39)
(98, 46)
(57, 32)
(63, 7)
(93, 9)
(22, 3)
(80, 38)
(73, 13)
(40, 23)
(44, 22)
(66, 28)
(100, 33)
(99, 68)
(67, 47)
(86, 67)
(97, 33)
(72, 65)
(55, 1)
(89, 11)
(68, 7)
(55, 48)
(85, 44)
(58, 42)
(91, 7)
(62, 13)
(53, 26)
(99, 8)
(77, 17)
(73, 35)
(65, 26)
(68, 25)
(86, 34)
(85, 46)
(54, 22)
(23, 22)
(87, 73)
(83, 22)
(58, 41)
(53, 24)
(97, 35)
(100, 42)
(72, 56)
(96, 50)
(63, 10)
(98, 20)
(96, 52)
(76, 14)
(69, 34)
(100, 21)
(98, 53)
(80, 48)
(55, 16)
(88, 77)
(63, 5)
(88, 40)
(93, 18)
(60, 8)
(45, 41)
(6, 1)
(47, 29)
(63, 24)
(42, 41)
(80, 12)
(75, 3)
(68, 59)
(72, 54)
(46, 39)
(50, 38)
(46, 4)
(100, 64)
(96, 91)
(87, 17)
(28, 11)
(30, 17)
(29, 24)
(62, 14)
(42, 27)
(81, 49)
(58, 29)
(97, 39)
(72, 69)
(67, 38)
(89, 65)
(72, 48)
(68, 65)
(86, 39)
(55, 29)
(20, 8)
(70, 62)
(67, 26)
(93, 82)
(37, 34)
(93, 27)
(57, 25)
(35, 33)
(20, 11)
(30, 24)
(82, 10)
(48, 23)
(79, 5)
(90, 13)
(100, 10)
(80, 44)
(69, 2)
(17, 13)
(81, 76)
(92, 79)
(60, 28)
(63, 40)
(27, 8)
(92, 35)
(85, 35)
(93, 25)
(91, 71)
(84, 12)
(92, 76)
(85, 12)
(59, 53)
(52, 28)
(38, 34)
(98, 94)
(77, 69)
(80, 79)
(79, 36)
(36, 1)
(80, 57)
(82, 22)
(66, 34)
(8, 4)
(92, 44)
(67, 42)
(80, 31)
(63, 3)
(66, 3)
(35, 1)
(17, 15)
(65, 1)
(70, 52)
(62, 52)
(52, 18)
(62, 61)
(85, 83)
(100, 67)
(90, 85)
(96, 4)
(86, 26)
(61, 25)
(89, 38)
(65, 58)
(83, 10)
(26, 7)
(84, 34)
(21, 2)
(64, 28)
(15, 1)
(76, 27)
(44, 39)
(76, 57)
(71, 33)
(63, 43)
(52, 27)
(44, 35)
(92, 28)
(73, 3)
(83, 64)
(34, 28)
(71, 32)
(72, 38)
(85, 52)
(70, 42)
(83, 40)
(59, 29)
(43, 34)
(12, 10)
(90, 18)
(100, 52)
(84, 73)
(83, 47)
(93, 37)
(93, 66)
(16, 5)
(96, 58)
(60, 44)
(22, 15)
(100, 7)
(95, 17)
(63, 1)
(50, 35)
(99, 12)
(66, 19)
(94, 23)
(68, 14)
(62, 30)
(44, 17)
(26, 2)
(67, 56)
(65, 4)
(82, 53)
(79, 35)
(92, 71)
(51, 44)
(66, 1)
(75, 36)
(77, 31)
(87, 37)
(43, 10)
(72, 36)
(50, 4)
(62, 50)
(80, 13)
(70, 57)
(83, 81)
(69, 60)
(49, 1)
(29, 10)
(48, 43)
(47, 16)
(72, 37)
(92, 57)
(73, 61)
(98, 23)
(49, 40)
(85, 8)
(53, 43)
(20, 3)
(33, 27)
(81, 23)
(99, 15)
(58, 52)
(100, 56)
(41, 8)
(77, 14)
(47, 21)
(60, 51)
(18, 9)
(25, 21)
(83, 33)
(58, 43)
(75, 55)
(69, 21)
(90, 34)
(93, 3)
(15, 14)
(74, 9)
(85, 68)
(8, 6)
(71, 16)
(72, 71)
(86, 44)
(81, 45)
(94, 78)
(49, 43)
(90, 6)
(87, 49)
(66, 63)
(98, 1)
(49, 39)
(96, 10)
(96, 49)
(60, 37)
(77, 52)
(74, 29)
(98, 56)
(77, 68)
(93, 90)
(68, 18)
(49, 32)
(47, 24)
(75, 51)
(91, 70)
(57, 30)
(81, 22)
(83, 4)
(4, 2)
(75, 62)
(64, 41)
(39, 36)
(89, 85)
(19, 14)
(83, 6)
(56, 4)
(100, 20)
(73, 47)
(94, 21)
(75, 26)
(74, 16)
(73, 36)
(90, 24)
(37, 9)
(37, 7)
(63, 6)
(99, 51)
(100, 99)
(91, 37)
(20, 18)
(73, 20)
(77, 6)
(42, 29)
(81, 2)
(94, 1)
(96, 60)
(67, 34)
(100, 48)
(97, 9)
(97, 16)
(58, 17)
(96, 51)
(89, 15)
(45, 9)
(78, 72)
(80, 62)
(98, 74)
(9, 5)
(20, 5)
(38, 1)
(98, 76)
(66, 9)
(65, 59)
(96, 55)
(91, 3)
(62, 5)
(45, 20)
(98, 38)
(60, 31)
(67, 9)
(62, 19)
(87, 5)
(55, 49)
(61, 18)
(57, 15)
(82, 54)
(99, 79)
(91, 44)
(51, 49)
(81, 77)
(84, 64)
(75, 58)
(29, 15)
(98, 9)
(75, 13)
(51, 33)
(52, 6)
(81, 72)
(35, 10)
(76, 12)
(48, 41)
(95, 7)
(76, 1)
(65, 37)
(63, 36)
(79, 76)
(64, 51)
(65, 55)
(80, 3)
(77, 75)
(50, 5)
(39, 19)
(85, 50)
(96, 18)
(94, 44)
(64, 23)
(52, 45)
(49, 24)
(76, 43)
(23, 2)
(86, 18)
(40, 35)
(73, 55)
(33, 13)
(90, 3)
(88, 81)
(58, 44)
(64, 22)
(64, 38)
(53, 42)
(32, 18)
(53, 50)
(52, 21)
(60, 39)
(77, 51)
(51, 6)
(21, 14)
(94, 56)
(95, 79)
(93, 46)
(76, 3)
(44, 20)
(44, 31)
(43, 2)
(86, 32)
(68, 34)
(95, 75)
(58, 23)
(59, 25)
(50, 25)
(35, 8)
(86, 70)
(64, 31)
(93, 35)
(74, 62)
(92, 39)
(48, 42)
(72, 60)
(85, 3)
(69, 51)
(46, 33)
(67, 4)
(87, 7)
(94, 27)
(39, 24)
(83, 68)
(93, 89)
(71, 50)
(46, 21)
(87, 30)
(49, 33)
(92, 2)
(84, 5)
(72, 27)
(70, 34)
(90, 87)
(48, 35)
(79, 63)
(83, 11)
(80, 25)
(93, 8)
(72, 44)
(76, 20)
(80, 66)
(70, 31)
(14, 1)
(47, 46)
(87, 27)
(31, 12)
(27, 20)
(86, 14)
(68, 55)
(58, 51)
(99, 61)
(48, 5)
(45, 7)
(84, 3)
(60, 22)
(47, 44)
(78, 23)
(60, 29)
(63, 59)
(67, 41)
(98, 10)
(59, 47)
(100, 29)
(85, 73)
(56, 6)
(75, 5)
(70, 2)
(79, 69)
(41, 2)
(37, 23)
(67, 66)
(54, 34)
(34, 17)
(87, 54)
(45, 44)
(90, 59)
(93, 33)
(49, 6)
(90, 19)
(55, 5)
(56, 50)
(83, 60)
(95, 13)
(88, 2)
(84, 23)
(94, 43)
(55, 42)
(98, 58)
(84, 20)
(33, 20)
(50, 18)
(95, 67)
(96, 29)
(45, 15)
(65, 10)
(94, 8)
(70, 4)
(88, 83)
(63, 53)
(95, 30)
(66, 4)
(83, 27)
(58, 50)
(70, 38)
(74, 25)
(99, 82)
(58, 4)
(75, 64)
(59, 37)
(85, 55)
(80, 30)
(61, 34)
(48, 39)
(80, 42)
(95, 88)
(62, 34)
(43, 22)
(95, 72)
(70, 66)
(61, 45)
(83, 13)
(69, 11)
(37, 1)
(92, 65)
(32, 30)
(42, 5)
(89, 51)
(33, 6)
(99, 64)
(45, 26)
(72, 34)
(60, 42)
(64, 30)
(21, 13)
(75, 34)
(99, 29)
(88, 17)
(56, 30)
(31, 5)
(22, 19)
(77, 40)
(99, 22)
(78, 44)
(18, 8)
(61, 32)
(80, 60)
(91, 48)
(89, 45)
(37, 29)
(87, 43)
(75, 69)
(71, 27)
(50, 31)
(83, 45)
(38, 3)
(77, 21)
(91, 76)
(41, 10)
(77, 46)
(99, 65)
(40, 19)
(79, 55)
(83, 3)
(96, 92)
(70, 26)
(75, 32)
(62, 23)
(43, 30)
(81, 67)
(93, 67)
(49, 12)
(30, 11)
(69, 53)
(63, 29)
(95, 20)
(69, 29)
(53, 39)
(100, 95)
(96, 82)
(95, 24)
(75, 74)
(37, 21)
(93, 84)
(29, 11)
(87, 70)
(83, 59)
(93, 56)
(58, 13)
(88, 3)
(69, 23)
(40, 17)
(67, 48)
(97, 60)
(81, 43)
(47, 10)
(76, 4)
(64, 33)
(38, 23)
(53, 30)
(41, 27)
(76, 41)
(86, 45)
(27, 1)
(2, 1)
(65, 45)
(75, 27)
(67, 3)
(55, 24)
(33, 16)
(97, 72)
(46, 5)
(91, 68)
(97, 34)
(81, 1)
(90, 82)
(9, 1)
(73, 19)
(46, 32)
(24, 1)
(3, 1)
(43, 16)
(45, 18)
(35, 31)
(78, 35)
(43, 32)
(92, 66)
(89, 31)
(33, 10)
(32, 26)
(91, 56)
(95, 44)
(36, 14)
(85, 11)
(95, 68)
(53, 9)
(68, 51)
(71, 37)
(36, 34)
(52, 35)
(86, 6)
(96, 89)
(24, 8)
(71, 43)
(42, 14)
(77, 76)
(17, 9)
(86, 78)
(79, 3)
(100, 51)
(50, 9)
(95, 3)
(99, 41)
(34, 3)
(52, 34)
(63, 50)
(64, 56)
(46, 8)
(52, 37)
(95, 49)
(15, 12)
(93, 13)
(87, 52)
(82, 49)
(77, 60)
(90, 54)
(53, 31)
(59, 40)
(29, 20)
(54, 46)
(40, 13)
(46, 24)
(82, 69)
(62, 16)
(68, 45)
(68, 52)
(95, 56)
(55, 44)
(42, 21)
(57, 38)
(92, 73)
(35, 25)
(86, 53)
(98, 54)
(86, 30)
(88, 20)
(51, 11)
(59, 1)
(72, 41)
(24, 2)
(77, 56)
(23, 18)
(48, 31)
(83, 67)
(31, 23)
(24, 3)
(74, 5)
(91, 16)
(93, 61)
(44, 28)
(48, 18)
(37, 3)
(83, 16)
(83, 78)
(93, 75)
(47, 30)
(28, 20)
(79, 42)
(55, 40)
(77, 27)
(77, 30)
(99, 21)
(62, 21)
(50, 45)
(74, 3)
(70, 44)
(79, 34)
(54, 39)
(75, 40)
(54, 25)
(55, 4)
(27, 15)
(83, 31)
(82, 67)
(85, 22)
(64, 24)
(77, 74)
(21, 11)
(57, 43)
(32, 2)
(100, 6)
(94, 48)
(19, 5)
(45, 6)
(99, 48)
(98, 95)
(74, 40)
(70, 63)
(65, 14)
(89, 72)
(89, 77)
(85, 43)
(83, 24)
(75, 33)
(82, 61)
(97, 18)
(82, 75)
(87, 58)
(90, 57)
(91, 54)
(52, 9)
(81, 14)
(76, 56)
(34, 25)
(98, 41)
(83, 21)
(57, 44)
(82, 35)
(68, 42)
(68, 63)
(62, 10)
(18, 13)
(48, 12)
(48, 14)
(39, 6)
(30, 19)
(99, 50)
(89, 75)
(44, 2)
(86, 55)
(96, 94)
(31, 24)
(97, 49)
(74, 48)
(98, 52)
(63, 15)
(53, 33)
(64, 20)
(19, 8)
(87, 29)
(81, 34)
(93, 17)
(28, 8)
(45, 8)
(18, 15)
(99, 91)
(78, 56)
(62, 46)
(46, 6)
(87, 84)
(77, 8)
(29, 27)
(79, 20)
(93, 85)
(91, 46)
(97, 92)
(51, 19)
(49, 25)
(30, 27)
(81, 64)
(91, 65)
(77, 9)
(44, 41)
(89, 7)
(92, 37)
(98, 82)
(24, 5)
(28, 1)
(57, 26)
(83, 43)
(77, 10)
(26, 16)
(65, 41)
(49, 30)
(11, 8)
(34, 8)
(36, 32)
(58, 40)
(75, 25)
(50, 28)
(50, 46)
(35, 14)
(49, 15)
(65, 62)
(46, 26)
(44, 21)
(42, 34)
(90, 16)
(56, 1)
(93, 34)
(97, 26)
(30, 16)
(90, 84)
(71, 14)
(52, 40)
(100, 91)
(94, 75)
(99, 94)
(32, 5)
(26, 21)
(76, 26)
(84, 65)
(56, 28)
(38, 12)
(57, 11)
(68, 17)
(69, 46)
(93, 76)
(52, 38)
(99, 35)
(95, 48)
(68, 23)
(11, 1)
(41, 30)
(35, 34)
(97, 50)
(11, 10)
(46, 14)
(66, 13)
(47, 17)
(73, 1)
(59, 22)
(65, 16)
(87, 34)
(57, 17)
(98, 60)
(38, 2)
(43, 36)
(17, 3)
(75, 10)
(45, 5)
(47, 25)
(93, 2)
(48, 7)
(83, 7)
(95, 25)
(86, 68)
(68, 10)
(65, 8)
(89, 9)
(85, 26)
(64, 58)
(82, 37)
(59, 50)
(71, 52)
(96, 22)
(86, 54)
(81, 42)
(65, 38)
(74, 15)
(48, 17)
(49, 22)
(92, 60)
(62, 54)
(71, 66)
(71, 56)
(47, 3)
(64, 44)
(81, 61)
(79, 21)
(18, 2)
(32, 7)
(57, 40)
(85, 79)
(35, 2)
(60, 55)
(19, 12)
(69, 28)
(90, 48)
(45, 19)
(63, 37)
(95, 4)
(39, 5)
(53, 32)
(86, 2)
(75, 23)
(75, 70)
(16, 10)
(20, 10)
(47, 22)
(71, 67)
(44, 32)
(63, 55)
(96, 47)
(88, 58)
(65, 6)
(82, 9)
(17, 12)
(80, 45)
(76, 50)
(78, 47)
(72, 55)
(65, 54)
(77, 28)
(62, 25)
(95, 5)
(56, 47)
(58, 54)
(97, 17)
(49, 2)
(100, 55)
(94, 35)
(81, 60)
(32, 11)
(59, 58)
(95, 66)
(47, 15)
(20, 7)
(66, 55)
(81, 21)
(92, 45)
(91, 18)
(89, 84)
(51, 8)
(61, 20)
(37, 36)
(69, 66)
(52, 43)
(22, 1)
(94, 26)
(46, 35)
(81, 39)
(83, 56)
(39, 34)
(64, 6)
(32, 27)
(18, 11)
(66, 17)
(71, 3)
(76, 48)
(33, 1)
(32, 14)
(96, 54)
(53, 52)
(59, 17)
(64, 52)
(27, 17)
(88, 18)
(75, 49)
(43, 4)
(78, 19)
(87, 15)
(88, 79)
(88, 71)
(57, 46)
(90, 49)
(87, 8)
(69, 61)
(41, 20)
(47, 7)
(88, 53)
(71, 15)
(60, 35)
(44, 29)
(43, 11)
(84, 55)
(62, 1)
(86, 41)
(39, 29)
(73, 18)
(86, 66)
(28, 10)
(85, 15)
(87, 50)
(31, 7)
(72, 68)
(40, 3)
(83, 35)
(91, 27)
(53, 37)
(32, 25)
(29, 23)
(89, 14)
(70, 12)
(36, 29)
(5, 4)
(85, 56)
(95, 78)
(86, 3)
(78, 34)
(94, 40)
(47, 18)
(45, 24)
(51, 23)
(56, 18)
(61, 49)
(44, 8)
(12, 5)
(59, 13)
(22, 20)
(91, 84)
(34, 16)
(82, 43)
(54, 28)
(18, 12)
(75, 73)
(30, 5)
(65, 18)
(91, 12)
(39, 17)
(93, 74)
(95, 1)
(88, 6)
(96, 28)
(78, 68)
(50, 40)
(94, 58)
(95, 81)
(89, 62)
(60, 23)
(73, 25)
(79, 51)
(58, 2)
(89, 79)
(30, 14)
(28, 5)
(10, 1)
(89, 56)
(83, 71)
(99, 62)
(59, 52)
(83, 48)
(17, 4)
(87, 48)
(82, 36)
(63, 8)
(86, 7)
(43, 6)
(74, 64)
(50, 32)
(29, 28)
(90, 83)
(77, 65)
(19, 2)
(57, 51)
(80, 47)
(28, 4)
(90, 66)
(23, 20)
(92, 3)
(86, 23)
(57, 4)
(51, 34)
(92, 46)
(59, 10)
(38, 30)
(82, 1)
(71, 26)
(89, 58)
(47, 45)
(80, 34)
(71, 19)
(80, 22)
(58, 45)
(68, 46)
(71, 49)
(81, 8)
(74, 52)
(78, 42)
(34, 5)
(95, 10)
(80, 9)
(69, 25)
(55, 47)
(64, 40)
(15, 5)
(35, 24)
(50, 17)
(48, 36)
(75, 1)
(59, 21)
(64, 16)
(87, 32)
(58, 53)
(40, 9)
(57, 50)
(99, 44)
(98, 11)
(81, 18)
(89, 13)
(76, 23)
(74, 38)
(84, 36)
(85, 20)
(90, 89)
(31, 3)
(77, 12)
(70, 64)
(100, 31)
(74, 66)
(75, 44)
(47, 23)
(13, 11)
(86, 51)
(35, 17)
(83, 52)
(80, 68)
(79, 61)
(66, 23)
(34, 9)
(52, 26)
(88, 67)
(82, 18)
(84, 22)
(63, 14)
(86, 28)
(53, 12)
(40, 30)
(14, 5)
(67, 65)
(69, 68)
(62, 53)
(70, 28)
(92, 5)
(96, 9)
(79, 56)
(79, 30)
(68, 5)
(90, 47)
(49, 5)
(65, 42)
(70, 49)
(73, 17)
(74, 73)
(17, 7)
(97, 63)
(41, 24)
(74, 2)
(47, 35)
(45, 25)
(42, 26)
(92, 33)
(65, 46)
(89, 40)
